username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
HBogies10,2017-09-12 17:22,0,1,"They should since Duke just announced they're doing it!",,,,"907716010245083136",https://twitter.com/HBogies10/status/907716010245083136
ScottGrovesCO,2017-09-12 17:22,0,0,"@TampaElectric Drove by the State Fairgrounds at 301 & MLK. Mind telling me why there r over 50 of ur trucks there not doing a damn thing?",,@TampaElectric,,"907716004733693953",https://twitter.com/ScottGrovesCO/status/907716004733693953
ScottGrovesCO,2017-09-12 17:21,1,4,"We just drove by the State Fairgrounds at 301 & MLK. Mind telling me why there are over 50 of your trucks there not doing a damn thing?",,,,"907715718120079365",https://twitter.com/ScottGrovesCO/status/907715718120079365
starlahex,2017-09-12 17:20,0,0,"We went down way before the storm. My friends in New Tampa never lost power. 3+ days.. now the heat. Terrible monopoly.",,,,"907715689309405185",https://twitter.com/starlahex/status/907715689309405185
JamieRodriguez6,2017-09-12 17:20,0,0,"@TampaElectric any idea when The Reserve on Turner Road in Willow Oak will get service, we know u guys are working hard.Thank u 4 ur help",,@TampaElectric,,"907715599672991744",https://twitter.com/JamieRodriguez6/status/907715599672991744
haxen10,2017-09-12 17:20,0,0,"@TampaElectric We have power out here at 10209 Damfino lane. Here in Riverview. We seem to be one of the only houses w/o power since Sunday",,@TampaElectric,,"907715537656041477",https://twitter.com/haxen10/status/907715537656041477
NitramJ74,2017-09-12 17:20,0,0,"Martins Ferry alum!",,,,"907715441753288704",https://twitter.com/NitramJ74/status/907715441753288704
LongTruck32718,2017-09-12 17:19,0,0,"Exactly what figured would happen, take care of your Hillsboro customers first leave us in Polk till you can get us.",,,,"907715404289724419",https://twitter.com/LongTruck32718/status/907715404289724419
starlahex,2017-09-12 17:19,0,0,"@TampaElectric you sent a pickup truck to drive down my st-no crews. 3+ days no power. Gallop Pl, Twin Branch Acres. Most area has power",,@TampaElectric,,"907715227499876352",https://twitter.com/starlahex/status/907715227499876352
NitramJ74,2017-09-12 17:19,0,0,"Thanks. I knew my Buckeyes would help a past Buckeye. TECO is here helpiny. @TampaElectric",,@TampaElectric,,"907715211024625666",https://twitter.com/NitramJ74/status/907715211024625666
AEPOhio,2017-09-12 17:17,0,1,"Please follow @TampaElectric hazard reporting procedure. Stay away from the downed line and anything it is touching.",,@TampaElectric,,"907714913900081152",https://twitter.com/AEPOhio/status/907714913900081152
xpzy2k5,2017-09-12 17:16,0,2,"We are also in a similar situation in some parts of Forest Hills. No water due to lack of power...",,,,"907714681132986368",https://twitter.com/xpzy2k5/status/907714681132986368
nuclear94,2017-09-12 17:16,0,1,"Always good to see that Indiana state flag helping others. Nice job @NIPSCO .",,@NIPSCO,,"907714544415502338",https://twitter.com/nuclear94/status/907714544415502338
Pete37654035,2017-09-12 17:16,1,0,"I have power lines hanging from a pole in my backyard 4408 w lambright st 33614 tampa fl",,,,"907714521422233600",https://twitter.com/Pete37654035/status/907714521422233600
ScottGrovesCO,2017-09-12 17:16,0,1,""Due to the magnitude of the storm and the significant rebuilding required, restoration will require more than 280,000 man-hours of work"",,,,"907714501155459074",https://twitter.com/ScottGrovesCO/status/907714501155459074
HBogies10,2017-09-12 17:15,0,1,"When will we have power in Forest Hills 33612?",,,,"907714311648313346",https://twitter.com/HBogies10/status/907714311648313346
joia1231,2017-09-12 17:15,0,0,"@TampaElectric any eta for a fix for those of us in the wheeler road /Valrico rd area?",,@TampaElectric,,"907714311551901698",https://twitter.com/joia1231/status/907714311551901698
floridamurph,2017-09-12 17:15,0,1,"We just got our power back. Feels like we won the lottery.",,,,"907714306342612992",https://twitter.com/floridamurph/status/907714306342612992
MissMercy75,2017-09-12 17:14,0,5,"Why wouldn't there already be a plan in place?? We live in Florida...we have hurricanes here.",,,,"907713939684958210",https://twitter.com/MissMercy75/status/907713939684958210
IrishBrigid,2017-09-12 17:13,0,2,"Are you giving estimated times up for areas?",,,,"907713707811201025",https://twitter.com/IrishBrigid/status/907713707811201025
Robknow23,2017-09-12 17:12,0,0,"@TampaElectric please restore power in 33614. Baby with no AC. No good.",,@TampaElectric,,"907713663364161536",https://twitter.com/Robknow23/status/907713663364161536
EducatorMcClain,2017-09-12 17:10,0,1,"How can we make sure our kids who live in poverty have food? This is one of my main concerns majority of my kiddos rely on school food.",,,,"907713091944796166",https://twitter.com/EducatorMcClain/status/907713091944796166
breezlybrie,2017-09-12 17:10,0,0,"@TampaElectric @DukeEnergy @insideFPL as I sit with no power, I know you all are working so hard to get it restored! Thank you",,@TampaElectric @DukeEnergy @insideFPL,,"907713025922277377",https://twitter.com/breezlybrie/status/907713025922277377
k_a_g_g,2017-09-12 17:09,1,1,"Thank you @TampaElectric @TECOEnergy for restoring power today after Irma. Saw many crews hard at work and we r grateful! #TampaStrong",,@TampaElectric @TECOEnergy,#TampaStrong,"907712822272032768",https://twitter.com/k_a_g_g/status/907712822272032768
AntiLeft_Right,2017-09-12 17:09,0,0,"If only she was Pro American as she claims to be she would shut down her crybaby segment and focus on what's going on down here. No way",,,,"907712729343037440",https://twitter.com/AntiLeft_Right/status/907712729343037440
btaylortbos,2017-09-12 17:09,0,0,"Heading to the house now to see if the @TampaElectric update is true! Hopefully I do not get a speeding ticket on the way!",,@TampaElectric,,"907712696946225152",https://twitter.com/btaylortbos/status/907712696946225152
NIPSCO,2017-09-12 17:07,24,89,"Our crews have arrived safely in FL! They expect to begin work tomorrow with @TampaElectric . Thx to FB follower, Andrea, for this pic! pic.twitter.com/DaJVVAPVls",,@TampaElectric,,"907712400027254785",https://twitter.com/NIPSCO/status/907712400027254785
NitramJ74,2017-09-12 17:03,0,0,"Found 2. TECO men and trucks. Showed them the spot and a homeowner that had a tree in the frontlawn. Good job Teco Man. Took it down.",,,,"907711172518010881",https://twitter.com/NitramJ74/status/907711172518010881
DJDoge_,2017-09-12 17:02,0,0,"@TampaElectric any idea when Waterchase will be up. I mean everyone around us has power",,@TampaElectric,,"907711143711567873",https://twitter.com/DJDoge_/status/907711143711567873
EmilyEmersonn,2017-09-12 17:02,0,0,"The weekend?? we're gonna die before then!",,,,"907711077877731329",https://twitter.com/EmilyEmersonn/status/907711077877731329
TampaElectric,2017-09-12 17:01,0,0,". Thank you for your patience while our crews are working around the clock to restore service as safely and quickly as possible",,,,"907710900542611457",https://twitter.com/TampaElectric/status/907710900542611457
julian_ashmore,2017-09-12 17:01,0,1,"Who else gon be playing 2k18",,,,"907710738105593856",https://twitter.com/julian_ashmore/status/907710738105593856
cruise4life2006,2017-09-12 17:01,1,0,"@TampaElectric CS is liers said crews in my area working, BS went all throughout Polk City, Green Pond, NO ONE in sight.file PUC complaint",,@TampaElectric,,"907710719306747904",https://twitter.com/cruise4life2006/status/907710719306747904
TampaElectric,2017-09-12 17:01,0,0,"Our crews will restore service as soon as safety/weather conditions",,,,"907710666974400513",https://twitter.com/TampaElectric/status/907710666974400513
TampaElectric,2017-09-12 17:00,0,0,"allow@2SAPT Thank you for your message. The tree on the line and line down has been reported.",,@2SAPT,,"907710641330442241",https://twitter.com/TampaElectric/status/907710641330442241
TampaElectric,2017-09-12 17:00,6,30,"Please know our people are working 24/7 to restore service as quickly & safely as possible. #Irma pic.twitter.com/t7wKJ18vNX",,,#Irma,"907710619863982081",https://twitter.com/TampaElectric/status/907710619863982081
Devi_Ndrita,2017-09-12 16:58,2,1,"need this fixed immediately @TampaElectric https:// twitter.com/tampaelectric/ status/907657673923072003 …",,@TampaElectric,,"907710106216927232",https://twitter.com/Devi_Ndrita/status/907710106216927232
shuppe107,2017-09-12 16:58,0,0,"What about plaza terrace? @TampaElectric",,@TampaElectric,,"907709915380232192",https://twitter.com/shuppe107/status/907709915380232192
cruise4life2006,2017-09-12 16:56,1,0,"@TampaElectric get moving with restoring service Polk City, NO CREWS in area??? Report to PUC",,@TampaElectric,,"907709632940048384",https://twitter.com/cruise4life2006/status/907709632940048384
RuffesFOX13,2017-09-12 16:55,1,20,"It's like Day! The Pike linemen are here!!! I can't make them anything homemade, but I think they'll enjoy the popsicles. @TampaElectric pic.twitter.com/6IyGZsG5S9",,@TampaElectric,,"907709237039652864",https://twitter.com/RuffesFOX13/status/907709237039652864
lum_ms,2017-09-12 16:54,0,0,"Thanks for your hard work!",,,,"907709038284218368",https://twitter.com/lum_ms/status/907709038284218368
DeeAmmann,2017-09-12 16:53,0,0,"I think they should make up at least 3 of these days at Thanksgiving break, then the other 4 at the end of the school year.",,,,"907708802811564033",https://twitter.com/DeeAmmann/status/907708802811564033
MJWilliamson1,2017-09-12 16:52,0,0,"But just think of how appreciative Gaia is that all you Floridians are not contributing to burning carbon!",,,,"907708577963528192",https://twitter.com/MJWilliamson1/status/907708577963528192
FamousForNow,2017-09-12 16:52,0,0,"I meant your response.",,,,"907708576843538432",https://twitter.com/FamousForNow/status/907708576843538432
wiegand_luke,2017-09-12 16:50,0,0,"@TampaElectric power is out here, but palm is touching line in backyard. pic.twitter.com/plwHaL0Nt2",,@TampaElectric,,"907708001557114880",https://twitter.com/wiegand_luke/status/907708001557114880
marquaz,2017-09-12 16:49,0,0,"@TampaElectric thanks for all of your hard work restoring power – bei Providence Lakes",,@TampaElectric,,"907707845004709889",https://twitter.com/marquaz/status/907707845004709889
BNSH_Locet,2017-09-12 16:48,2,1,"Teco is easily the worst power company in florida , in plant city, havent seen 1 teco truck yet",,,,"907707456251416576",https://twitter.com/BNSH_Locet/status/907707456251416576
HillsboroughSch,2017-09-12 16:44,0,1,"We are reviewing options to make up the missed days. We are aiming to have a plan in place in the near future.",,,,"907706509303451648",https://twitter.com/HillsboroughSch/status/907706509303451648
alexpaluzzi,2017-09-12 16:43,0,3,"Keystone/Odessa might be lower numbers, but we are all on wells over here. So we are without power AND without water. Help!!",,,,"907706249147551744",https://twitter.com/alexpaluzzi/status/907706249147551744
gavindurress,2017-09-12 16:42,0,1,"Stop standing and start restoring. Or at least get a new, more encouraging hashtag.",,,,"907705984096890880",https://twitter.com/gavindurress/status/907705984096890880
blsmithgc,2017-09-12 16:40,0,0,"They are doing the neighborhoods, but missed my street while hitting the houses at the end of my street. It's one cluster of houses missed.",,,,"907705453760704518",https://twitter.com/blsmithgc/status/907705453760704518
HillsboroughSch,2017-09-12 16:37,0,4,"We are reviewing options to make up the missed days. We are aiming to have a plan in place in the near future.",,,,"907704718167867392",https://twitter.com/HillsboroughSch/status/907704718167867392
HillsboroughSch,2017-09-12 16:37,0,0,"We are reviewing options to make up the missed days. We are aiming to have a plan in place in the near future.",,,,"907704662274531328",https://twitter.com/HillsboroughSch/status/907704662274531328
HillsboroughSch,2017-09-12 16:36,0,0,"We are reviewing options to make up the missed days. We are aiming to have a plan in place in the near future.",,,,"907704371596742657",https://twitter.com/HillsboroughSch/status/907704371596742657
rmpacecardriver,2017-09-12 16:35,1,3,"If there was a national award for failures, @TampaElectric would would have 2017 locked down.",,@TampaElectric,,"907704128356454400",https://twitter.com/rmpacecardriver/status/907704128356454400
HillsboroughSch,2017-09-12 16:33,0,12,"We are reviewing options to make up the missed days. We are aiming to have a plan in place in the near future.",,,,"907703821572481024",https://twitter.com/HillsboroughSch/status/907703821572481024
can0beans,2017-09-12 16:33,0,0,"Not so lucky in Land O' Lakes. Still waiting on an estimate of when power will be back.",,,,"907703782133440513",https://twitter.com/can0beans/status/907703782133440513
cruise4life2006,2017-09-12 16:31,0,0,"How about updates for Polk City area",,,,"907703264820514817",https://twitter.com/cruise4life2006/status/907703264820514817
LizBoegerAuthor,2017-09-12 16:31,0,0,"Only way to reach @TampaElectric is thru Twitter DM. Know they are bysy, but shld have CSR reps to give time estimates.",,@TampaElectric,,"907703118313508870",https://twitter.com/LizBoegerAuthor/status/907703118313508870
tinafizz,2017-09-12 16:30,0,1,"I'd also like to find out an ETA on Meadow Pointe II Wrencrest, please.",,,,"907703009962024962",https://twitter.com/tinafizz/status/907703009962024962
smwol298,2017-09-12 16:30,0,1,"33604. Power restore all around us but not along Hillsborough Ave from River to Armenia.",,,,"907702981541482497",https://twitter.com/smwol298/status/907702981541482497
shannonmacmanus,2017-09-12 16:30,0,0,"Is there any chance crews have restored power to Lake Forest area near USF?",,,,"907702857306165250",https://twitter.com/shannonmacmanus/status/907702857306165250
missyagate,2017-09-12 16:29,0,0,"Thank you for all of your hard work during this difficult time! Truly proud to be part of an amazing school district!",,,,"907702644143161347",https://twitter.com/missyagate/status/907702644143161347
SHHDUR,2017-09-12 16:29,0,1,"You folks are great!! Our power just came on and we live in Pinellas Co. where much power was lost. Never thought it would on this soon!",,,,"907702629685497857",https://twitter.com/SHHDUR/status/907702629685497857
